"Date","Scheduled_Start","Scheduled_End","Actual_Start","Actual_End","Machine_ID","Job_ID","Operation_Type","Material_Used","Processing_Time","Energy_Consumption","Machine_Availability","Job_Status","Optimization_Category"
"19/03/2023","17:40:00","18:41:00","18:04:00","19:05:00","M05","J203","Additive","1.91","61","3.81","89","Delayed","Low Efficiency"
"19/03/2023","17:50:00","19:43:00","17:47:00","19:40:00","M02","J204","Grinding","1.66","113","5.93","80","Completed","Low Efficiency"
"19/03/2023","18:00:00","19:29:00","18:00:00","19:29:00","M04","J205","Milling","1.02","89","10.18","82","Failed","Low Efficiency"
"19/03/2023","18:10:00","19:39:00","18:33:00","20:02:00","M04","J206","Grinding","2.5","89","3.08","92","Delayed","Low Efficiency"
"19/03/2023","18:20:00","18:41:00","18:17:00","18:38:00","M05","J207","Milling","3.41","21","3.53","82","Completed","Low Efficiency"
"19/03/2023","18:30:00","18:50:00","18:30:00","18:50:00","M01","J208","Grinding","3.27","20","5.06","85","Completed","High Efficiency"
"19/03/2023","18:40:00","20:26:00","18:55:00","20:41:00","M01","J209","Grinding","2.34","106","11.95","83","Delayed","Low Efficiency"
"19/03/2023","18:50:00","20:06:00","18:51:00","20:07:00","M04","J210","Drilling","1.1","76","10.49","80","Completed","Moderate Efficiency"
"19/03/2023","19:00:00","19:25:00","18:59:00","19:24:00","M03","J211","Milling","1.66","25","8.39","80","Completed","Low Efficiency"
"19/03/2023","19:10:00","20:46:00","19:13:00","20:49:00","M01","J212","Milling","1.45","96","4.27","98","Completed","High Efficiency"
"19/03/2023","19:20:00","20:13:00","19:20:00","20:13:00","M03","J213","Grinding","1.04","53","4.49","84","Failed","Low Efficiency"
"19/03/2023","19:30:00","20:06:00","19:27:00","20:03:00","M04","J214","Grinding","2.39","36","4.59","85","Completed","Low Efficiency"
"19/03/2023","19:40:00","20:23:00","19:44:00","20:27:00","M02","J215","Milling","4.79","43","6.1","91","Completed","High Efficiency"
"19/03/2023","19:50:00","20:32:00","19:50:00","20:32:00","M01","J216","Lathe","3.51","42","10.46","95","Completed","Moderate Efficiency"
"19/03/2023","20:00:00","21:49:00","19:56:00","21:45:00","M02","J217","Grinding","3.35","109","4.75","95","Completed","Low Efficiency"
"19/03/2023","20:10:00","21:21:00","20:29:00","21:40:00","M05","J218","Additive","2.58","71","10.74","84","Delayed","Low Efficiency"
"19/03/2023","20:20:00","22:07:00","20:19:00","22:06:00","M05","J219","Additive","1.46","107","11.19","97","Completed","Low Efficiency"
"19/03/2023","20:30:00","21:40:00","20:27:00","21:37:00","M05","J220","Milling","1.62","70","4.22","81","Completed","Low Efficiency"
"19/03/2023","20:40:00","22:15:00","21:04:00","22:39:00","M02","J221","Drilling","1.66","95","10.49","81","Delayed","Low Efficiency"
"19/03/2023","20:50:00","22:49:00","20:50:00","22:49:00","M03","J222","Lathe","1.27","119","3.14","89","Failed","Low Efficiency"
"19/03/2023","21:00:00","21:58:00","21:00:00","21:58:00","M01","J223","Additive","2.39","58","10.74","92","Failed","Low Efficiency"
"19/03/2023","21:10:00","22:35:00","21:36:00","23:01:00","M05","J224","Drilling","3.61","85","9.63","99","Delayed","Low Efficiency"
"19/03/2023","21:20:00","21:42:00","21:20:00","21:42:00","M03","J225","Milling","4.52","22","13.02","80","Completed","Moderate Efficiency"
"19/03/2023","21:30:00","23:15:00","21:27:00","23:12:00","M04","J226","Grinding","3.11","105","7.9","88","Completed","Low Efficiency"
"19/03/2023","21:40:00","23:29:00","21:53:00","23:42:00","M05","J227","Drilling","3.25","109","6.97","81","Delayed","Low Efficiency"
"19/03/2023","21:50:00","23:07:00","21:47:00","23:04:00","M02","J228","Lathe","4.66","77","8.47","82","Completed","Low Efficiency"
"19/03/2023","22:00:00","22:59:00","22:00:00","22:59:00","M01","J229","Milling","4.49","59","13.77","83","Completed","Moderate Efficiency"
"19/03/2023","22:10:00","23:15:00","22:13:00","23:18:00","M01","J230","Milling","2.36","65","11.13","88","Completed","Moderate Efficiency"
"19/03/2023","22:20:00","22:56:00","22:20:00","22:56:00","M02","J231","Additive","3.44","36","14.64","81","Failed","Low Efficiency"
"19/03/2023","22:30:00","00:16:00","22:27:00","00:13:00","M01","J232","Grinding","3.62","106","11.48","98","Completed","Low Efficiency"
"19/03/2023","22:40:00","00:08:00","22:38:00","00:06:00","M04","J233","Milling","3.03","88","2.35","81","Completed","Low Efficiency"
"19/03/2023","22:50:00","00:41:00","22:51:00","00:42:00","M01","J234","Grinding","4.31","111","9.95","98","Completed","Moderate Efficiency"
"19/03/2023","23:00:00","23:56:00","22:57:00","23:53:00","M03","J235","Lathe","4.37","56","6.94","89","Completed","Low Efficiency"
"19/03/2023","23:10:00","23:36:00","23:10:00","23:36:00","M02","J236","Lathe","4.49","26","7.84","97","Completed","High Efficiency"
"19/03/2023","23:20:00","00:43:00","23:23:00","00:46:00","M01","J237","Grinding","3.53","83","6.17","83","Completed","High Efficiency"
"19/03/2023","23:30:00","01:05:00","23:28:00","01:03:00","M05","J238","Additive","4.1","95","7.18","89","Completed","Low Efficiency"
"19/03/2023","23:40:00","01:09:00","23:40:00","01:09:00","M03","J239","Lathe","4.42","89","2.79","93","Failed","Low Efficiency"
"19/03/2023","23:50:00","00:12:00","23:50:00","00:12:00","M02","J240","Grinding","3.88","22","9.51","92","Failed","Low Efficiency"
"20/03/2023","00:00:00","01:35:00","00:01:00","01:36:00","M01","J241","Milling","2.65","95","9.52","91","Completed","Moderate Efficiency"
"20/03/2023","00:10:00","01:52:00","00:05:00","01:47:00","M05","J242","Lathe","4.51","102","10.33","97","Completed","Low Efficiency"
"20/03/2023","00:20:00","01:16:00","00:22:00","01:18:00","M02","J243","Lathe","2.34","56","4.43","85","Completed","High Efficiency"
"20/03/2023","00:30:00","01:12:00","00:50:00","01:32:00","M03","J244","Grinding","3.75","42","10.91","91","Delayed","Low Efficiency"
"20/03/2023","00:40:00","01:05:00","00:42:00","01:07:00","M02","J245","Additive","2.86","25","2.84","82","Completed","High Efficiency"
"20/03/2023","00:50:00","01:30:00","00:48:00","01:28:00","M01","J246","Milling","1.69","40","3.02","90","Completed","Low Efficiency"
"20/03/2023","01:00:00","02:24:00","00:55:00","02:19:00","M02","J247","Milling","4.81","84","12.46","95","Completed","Low Efficiency"
"20/03/2023","01:10:00","02:01:00","01:07:00","01:58:00","M01","J248","Drilling","4.07","51","5.84","91","Completed","Low Efficiency"
"20/03/2023","01:20:00","02:27:00","01:20:00","02:27:00","M03","J249","Milling","1.48","67","3.71","94","Completed","High Efficiency"
"20/03/2023","01:30:00","02:49:00","01:26:00","02:45:00","M02","J250","Milling","1.32","79","6.4","96","Completed","Low Efficiency"
"20/03/2023","01:40:00","02:01:00","01:37:00","01:58:00","M01","J251","Milling","1.02","21","8.57","89","Completed","Low Efficiency"
"20/03/2023","01:50:00","02:28:00","01:46:00","02:24:00","M05","J252","Milling","4.59","38","13.14","96","Completed","Low Efficiency"
"20/03/2023","02:00:00","02:43:00","02:01:00","02:44:00","M01","J253","Milling","4.49","43","9.9","87","Completed","Moderate Efficiency"
"20/03/2023","02:10:00","02:48:00","02:38:00","03:16:00","M05","J254","Milling","1.32","38","14.38","92","Delayed","Low Efficiency"
"20/03/2023","02:20:00","02:58:00","02:18:00","02:56:00","M01","J255","Grinding","1.82","38","11.78","83","Completed","Low Efficiency"
"20/03/2023","02:30:00","03:30:00","02:31:00","03:31:00","M01","J256","Grinding","1.73","60","4.89","82","Completed","High Efficiency"
"20/03/2023","02:40:00","04:40:00","02:42:00","04:42:00","M02","J257","Additive","2.86","120","5.09","82","Completed","High Efficiency"
"20/03/2023","02:50:00","03:18:00","02:49:00","03:17:00","M05","J258","Drilling","1.58","28","9.23","88","Completed","Low Efficiency"
"20/03/2023","03:00:00","03:24:00","02:58:00","03:22:00","M03","J259","Lathe","2.91","24","7.41","95","Completed","Low Efficiency"
"20/03/2023","03:10:00","03:57:00","03:10:00","03:57:00","M04","J260","Milling","4.35","47","4.55","95","Failed","Low Efficiency"
"20/03/2023","03:20:00","05:04:00","03:42:00","05:26:00","M01","J261","Drilling","3.48","104","4.72","88","Delayed","Low Efficiency"
"20/03/2023","03:30:00","05:24:00","03:30:00","05:24:00","M05","J262","Grinding","4.82","114","4.24","90","Failed","Low Efficiency"
"20/03/2023","03:40:00","04:18:00","03:42:00","04:20:00","M04","J263","Lathe","3.65","38","14.87","80","Completed","Moderate Efficiency"
"20/03/2023","03:50:00","05:02:00","04:16:00","05:28:00","M04","J264","Grinding","2.61","72","13.92","86","Delayed","Low Efficiency"
"20/03/2023","04:00:00","05:37:00","03:58:00","05:35:00","M04","J265","Milling","2.77","97","6.15","82","Completed","Low Efficiency"
"20/03/2023","04:10:00","05:46:00","04:23:00","05:59:00","M05","J266","Milling","2.68","96","12.26","96","Delayed","Low Efficiency"
"20/03/2023","04:20:00","06:01:00","04:19:00","06:00:00","M02","J267","Drilling","4.42","101","8.25","80","Completed","Low Efficiency"
"20/03/2023","04:30:00","06:15:00","04:34:00","06:19:00","M04","J268","Lathe","4.24","105","6.98","93","Completed","High Efficiency"
"20/03/2023","04:40:00","05:05:00","04:59:00","05:24:00","M01","J269","Grinding","1.49","25","4","84","Delayed","Low Efficiency"
"20/03/2023","04:50:00","06:05:00","04:55:00","06:10:00","M04","J270","Drilling","4.32","75","14.44","81","Completed","Moderate Efficiency"
"20/03/2023","05:00:00","05:21:00","04:55:00","05:16:00","M01","J271","Grinding","1.78","21","7.47","83","Completed","Low Efficiency"
"20/03/2023","05:10:00","06:05:00","05:06:00","06:01:00","M04","J272","Lathe","3.17","55","13.68","84","Completed","Low Efficiency"
"20/03/2023","05:20:00","06:38:00","05:46:00","07:04:00","M01","J273","Milling","3.08","78","5.42","82","Delayed","Low Efficiency"
"20/03/2023","05:30:00","05:50:00","05:29:00","05:49:00","M05","J274","Lathe","2.17","20","4.29","97","Completed","Low Efficiency"
"20/03/2023","05:40:00","07:14:00","05:44:00","07:18:00","M03","J275","Additive","3.21","94","14.67","93","Completed","Moderate Efficiency"
"20/03/2023","05:50:00","07:08:00","05:50:00","07:08:00","M02","J276","Milling","2.96","78","4.23","95","Failed","Low Efficiency"
"20/03/2023","06:00:00","07:16:00","06:02:00","07:18:00","M01","J277","Lathe","2","76","12.37","88","Completed","Moderate Efficiency"
"20/03/2023","06:10:00","07:08:00","06:10:00","07:08:00","M03","J278","Additive","2.08","58","14.2","91","Completed","Moderate Efficiency"
"20/03/2023","06:20:00","07:24:00","06:22:00","07:26:00","M04","J279","Milling","2.15","64","2.45","81","Completed","High Efficiency"
"20/03/2023","06:30:00","07:36:00","06:27:00","07:33:00","M05","J280","Drilling","2.62","66","9.66","89","Completed","Low Efficiency"
"20/03/2023","06:40:00","07:39:00","06:41:00","07:40:00","M03","J281","Lathe","4.82","59","8.66","95","Completed","High Efficiency"
"20/03/2023","06:50:00","07:20:00","06:52:00","07:22:00","M03","J282","Lathe","3.17","30","10.21","88","Completed","Moderate Efficiency"
"20/03/2023","07:00:00","07:37:00","06:57:00","07:34:00","M01","J283","Additive","1.52","37","9.47","96","Completed","Low Efficiency"
"20/03/2023","07:10:00","08:21:00","07:20:00","08:31:00","M02","J284","Grinding","3.32","71","13.8","80","Delayed","Low Efficiency"
"20/03/2023","07:20:00","09:06:00","07:22:00","09:08:00","M01","J285","Additive","3.25","106","13.31","86","Completed","Moderate Efficiency"
"20/03/2023","07:30:00","09:17:00","07:31:00","09:18:00","M04","J286","Additive","3.22","107","6.69","91","Completed","High Efficiency"
"20/03/2023","07:40:00","09:15:00","07:45:00","09:20:00","M02","J287","Lathe","3.31","95","5.56","85","Completed","High Efficiency"
"20/03/2023","07:50:00","08:26:00","07:55:00","08:31:00","M02","J288","Additive","2.97","36","6.56","82","Completed","High Efficiency"
"20/03/2023","08:00:00","09:37:00","07:58:00","09:35:00","M02","J289","Grinding","1.49","97","5.47","81","Completed","Low Efficiency"
"20/03/2023","08:10:00","09:31:00","08:12:00","09:33:00","M05","J290","Grinding","3.82","81","10.72","99","Completed","Moderate Efficiency"
"20/03/2023","08:20:00","08:46:00","08:20:00","08:46:00","M03","J291","Milling","5","26","12.76","95","Completed","Moderate Efficiency"
"20/03/2023","08:30:00","10:03:00","08:34:00","10:07:00","M04","J292","Additive","2.41","93","9.8","91","Completed","Moderate Efficiency"
"20/03/2023","08:40:00","10:23:00","08:36:00","10:19:00","M04","J293","Drilling","1.8","103","13.09","82","Completed","Low Efficiency"
"20/03/2023","08:50:00","10:20:00","08:49:00","10:19:00","M03","J294","Drilling","4.27","90","6.74","87","Completed","Low Efficiency"
"20/03/2023","09:00:00","09:39:00","09:04:00","09:43:00","M02","J295","Additive","2.46","39","10.97","96","Completed","Moderate Efficiency"
"20/03/2023","09:10:00","10:26:00","09:10:00","10:26:00","M03","J296","Additive","2.96","76","13.25","88","Failed","Low Efficiency"
"20/03/2023","09:20:00","10:39:00","09:47:00","11:06:00","M01","J297","Grinding","2.14","79","2.05","80","Delayed","Low Efficiency"
"20/03/2023","09:30:00","11:26:00","09:29:00","11:25:00","M04","J298","Additive","2.19","116","4.79","95","Completed","Low Efficiency"
"20/03/2023","09:40:00","10:03:00","10:02:00","10:25:00","M04","J299","Drilling","1.42","23","3.92","88","Delayed","Low Efficiency"
"20/03/2023","09:50:00","10:10:00","09:51:00","10:11:00","M04","J300","Additive","3.42","20","6.24","92","Completed","High Efficiency"
"20/03/2023","10:00:00","11:27:00","10:03:00","11:30:00","M02","J301","Drilling","3.16","87","5.09","92","Completed","High Efficiency"
"20/03/2023","10:10:00","11:02:00","10:32:00","11:24:00","M04","J302","Drilling","2.25","52","14.65","98","Delayed","Low Efficiency"
"20/03/2023","10:20:00","10:58:00","10:18:00","10:56:00","M05","J303","Additive","1.5","38","6.46","96","Completed","Low Efficiency"
"20/03/2023","10:30:00","11:45:00","10:25:00","11:40:00","M03","J304","Drilling","1.07","75","6.02","99","Completed","Low Efficiency"
"20/03/2023","10:40:00","12:09:00","10:40:00","12:09:00","M05","J305","Additive","4.33","89","12.46","81","Completed","Moderate Efficiency"
"20/03/2023","10:50:00","12:07:00","10:47:00","12:04:00","M03","J306","Lathe","2.92","77","9.46","99","Completed","Low Efficiency"
"20/03/2023","11:00:00","12:29:00","11:21:00","12:50:00","M02","J307","Lathe","3.25","89","6.97","98","Delayed","Low Efficiency"
"20/03/2023","11:10:00","12:00:00","11:10:00","12:00:00","M01","J308","Additive","1.25","50","3.41","80","Completed","High Efficiency"
"20/03/2023","11:20:00","12:31:00","11:31:00","12:42:00","M03","J309","Additive","3.07","71","11.53","82","Delayed","Low Efficiency"
"20/03/2023","11:30:00","12:20:00","11:29:00","12:19:00","M04","J310","Grinding","2.35","50","8.24","94","Completed","Low Efficiency"
"20/03/2023","11:40:00","13:05:00","11:40:00","13:05:00","M02","J311","Milling","3.76","85","13.06","87","Failed","Low Efficiency"
"20/03/2023","11:50:00","13:25:00","11:50:00","13:25:00","M04","J312","Drilling","2.86","95","6.84","97","Failed","Low Efficiency"
"20/03/2023","12:00:00","12:59:00","12:00:00","12:59:00","M05","J313","Milling","2.52","59","4.65","94","Failed","Low Efficiency"
"20/03/2023","12:10:00","14:03:00","12:13:00","14:06:00","M05","J314","Grinding","4.39","113","10.52","80","Completed","Moderate Efficiency"
"20/03/2023","12:20:00","13:11:00","12:20:00","13:11:00","M05","J315","Grinding","4.4","51","4.67","91","Completed","High Efficiency"
"20/03/2023","12:30:00","14:15:00","12:32:00","14:17:00","M02","J316","Milling","3.4","105","14.25","87","Completed","Moderate Efficiency"
"20/03/2023","12:40:00","13:50:00","12:39:00","13:49:00","M05","J317","Additive","4.77","70","4.67","88","Completed","Low Efficiency"
"20/03/2023","12:50:00","14:17:00","12:48:00","14:15:00","M02","J318","Drilling","3.6","87","10.22","95","Completed","Low Efficiency"
"20/03/2023","13:00:00","13:23:00","12:58:00","13:21:00","M03","J319","Milling","3.45","23","10.48","80","Completed","Low Efficiency"
"20/03/2023","13:10:00","13:49:00","13:14:00","13:53:00","M04","J320","Grinding","2.91","39","2.7","92","Completed","High Efficiency"
"20/03/2023","13:20:00","14:30:00","13:37:00","14:47:00","M01","J321","Additive","4.49","70","10.34","93","Delayed","Low Efficiency"
"20/03/2023","13:30:00","14:50:00","13:25:00","14:45:00","M03","J322","Lathe","3.62","80","10.42","88","Completed","Low Efficiency"
"20/03/2023","13:40:00","15:10:00","13:43:00","15:13:00","M01","J323","Grinding","2.23","90","5.88","95","Completed","High Efficiency"
"20/03/2023","13:50:00","14:11:00","14:05:00","14:26:00","M05","J324","Lathe","3.12","21","11.65","92","Delayed","Low Efficiency"
"20/03/2023","14:00:00","15:52:00","14:00:00","15:52:00","M03","J325","Grinding","3.95","112","4.85","87","Failed","Low Efficiency"
"20/03/2023","14:10:00","15:10:00","14:14:00","15:14:00","M01","J326","Additive","3.87","60","4.74","94","Completed","High Efficiency"
"20/03/2023","14:20:00","15:33:00","14:20:00","15:33:00","M04","J327","Grinding","2.87","73","11.29","94","Completed","Moderate Efficiency"
"20/03/2023","14:30:00","15:27:00","14:35:00","15:32:00","M05","J328","Milling","2.3","57","13.77","81","Completed","Moderate Efficiency"
"20/03/2023","14:40:00","15:54:00","14:52:00","16:06:00","M05","J329","Additive","4.25","74","2.64","90","Delayed","Low Efficiency"
"20/03/2023","14:50:00","15:44:00","14:49:00","15:43:00","M01","J330","Additive","4.14","54","8.66","86","Completed","Low Efficiency"
"20/03/2023","15:00:00","15:27:00","14:55:00","15:22:00","M04","J331","Additive","4.45","27","5.78","97","Completed","Low Efficiency"
"20/03/2023","15:10:00","17:04:00","15:06:00","17:00:00","M05","J332","Grinding","1.19","114","9.52","81","Completed","Low Efficiency"
"20/03/2023","15:20:00","16:21:00","15:32:00","16:33:00","M02","J333","Lathe","1.15","61","11.45","85","Delayed","Low Efficiency"
"20/03/2023","15:30:00","16:37:00","15:30:00","16:37:00","M04","J334","Milling","2.7","67","5.28","84","Failed","Low Efficiency"
"20/03/2023","15:40:00","16:39:00","15:44:00","16:43:00","M05","J335","Additive","2.63","59","13.01","85","Completed","Moderate Efficiency"
"20/03/2023","15:50:00","16:15:00","15:48:00","16:13:00","M05","J336","Grinding","4.69","25","10.4","87","Completed","Low Efficiency"
"20/03/2023","16:00:00","17:18:00","16:16:00","17:34:00","M02","J337","Lathe","2.15","78","13.17","97","Delayed","Low Efficiency"
"20/03/2023","16:10:00","17:21:00","16:05:00","17:16:00","M01","J338","Additive","2.04","71","13.97","93","Completed","Low Efficiency"
"20/03/2023","16:20:00","17:34:00","16:25:00","17:39:00","M03","J339","Lathe","1.8","74","11.52","94","Completed","Moderate Efficiency"
"20/03/2023","16:30:00","17:28:00","16:55:00","17:53:00","M05","J340","Drilling","2.2","58","6.8","92","Delayed","Low Efficiency"
"20/03/2023","16:40:00","18:16:00","16:40:00","18:16:00","M03","J341","Grinding","1.18","96","13.66","91","Failed","Low Efficiency"
"20/03/2023","16:50:00","18:48:00","16:50:00","18:48:00","M04","J342","Grinding","1.92","118","5","98","Failed","Low Efficiency"
"20/03/2023","17:00:00","18:40:00","16:56:00","18:36:00","M02","J343","Grinding","4.88","100","10.38","90","Completed","Low Efficiency"
"20/03/2023","17:10:00","18:44:00","17:15:00","18:49:00","M01","J344","Lathe","3.32","94","14.98","86","Completed","Moderate Efficiency"
"20/03/2023","17:20:00","17:57:00","17:20:00","17:57:00","M05","J345","Lathe","3.07","37","6.03","85","Failed","Low Efficiency"
"20/03/2023","17:30:00","17:59:00","17:29:00","17:58:00","M04","J346","Drilling","3.59","29","13.78","80","Completed","Low Efficiency"
"20/03/2023","17:40:00","18:53:00","17:37:00","18:50:00","M01","J347","Lathe","4.02","73","14.45","96","Completed","Low Efficiency"
"20/03/2023","17:50:00","19:22:00","17:51:00","19:23:00","M02","J348","Drilling","1.74","92","8.79","91","Completed","High Efficiency"
"20/03/2023","18:00:00","19:26:00","17:58:00","19:24:00","M04","J349","Grinding","3.27","86","10.39","96","Completed","Low Efficiency"
"20/03/2023","18:10:00","19:27:00","18:09:00","19:26:00","M03","J350","Additive","2.11","77","10.81","95","Completed","Low Efficiency"
"20/03/2023","18:20:00","19:11:00","18:22:00","19:13:00","M04","J351","Additive","2.12","51","9.83","87","Completed","Moderate Efficiency"
"20/03/2023","18:30:00","20:03:00","18:33:00","20:06:00","M01","J352","Lathe","2.46","93","14.04","82","Completed","Moderate Efficiency"
"20/03/2023","18:40:00","19:16:00","18:43:00","19:19:00","M02","J353","Additive","2.46","36","5.98","84","Completed","High Efficiency"
"20/03/2023","18:50:00","19:51:00","18:55:00","19:56:00","M03","J354","Grinding","1.3","61","13.62","84","Completed","Moderate Efficiency"
"20/03/2023","19:00:00","20:27:00","18:57:00","20:24:00","M03","J355","Drilling","4.99","87","5.88","80","Completed","Low Efficiency"
"20/03/2023","19:10:00","20:51:00","19:09:00","20:50:00","M01","J356","Lathe","2.22","101","10.12","85","Completed","Low Efficiency"
"20/03/2023","19:20:00","21:16:00","19:15:00","21:11:00","M05","J357","Additive","2.75","116","11.31","99","Completed","Low Efficiency"
"20/03/2023","19:30:00","20:36:00","19:30:00","20:36:00","M01","J358","Grinding","4.12","66","8.79","93","Failed","Low Efficiency"
"20/03/2023","19:40:00","21:10:00","19:38:00","21:08:00","M04","J359","Grinding","2.73","90","7.96","91","Completed","Low Efficiency"
"20/03/2023","19:50:00","20:19:00","19:55:00","20:24:00","M05","J360","Additive","1.81","29","8","97","Completed","Moderate Efficiency"
"20/03/2023","20:00:00","21:23:00","19:56:00","21:19:00","M05","J361","Drilling","4.31","83","4.43","85","Completed","Low Efficiency"
"20/03/2023","20:10:00","21:00:00","20:14:00","21:04:00","M02","J362","Drilling","1.25","50","12.64","83","Completed","Moderate Efficiency"
"20/03/2023","20:20:00","22:18:00","20:15:00","22:13:00","M04","J363","Milling","4.13","118","3.21","85","Completed","Low Efficiency"
"20/03/2023","20:30:00","22:25:00","20:33:00","22:28:00","M05","J364","Additive","2.57","115","6.41","81","Completed","High Efficiency"
"20/03/2023","20:40:00","22:26:00","20:37:00","22:23:00","M05","J365","Additive","4.36","106","9.52","94","Completed","Low Efficiency"
"20/03/2023","20:50:00","21:37:00","20:52:00","21:39:00","M03","J366","Drilling","1.15","47","12.4","92","Completed","Moderate Efficiency"
"20/03/2023","21:00:00","21:38:00","21:02:00","21:40:00","M05","J367","Drilling","3.64","38","12.38","93","Completed","Moderate Efficiency"
"20/03/2023","21:10:00","22:13:00","21:15:00","22:18:00","M03","J368","Grinding","3.79","63","8.96","85","Completed","Moderate Efficiency"
"20/03/2023","21:20:00","22:36:00","21:15:00","22:31:00","M04","J369","Grinding","1.6","76","5.98","90","Completed","Low Efficiency"
"20/03/2023","21:30:00","22:17:00","21:30:00","22:17:00","M04","J370","Milling","4.43","47","14.26","92","Failed","Low Efficiency"
"20/03/2023","21:40:00","22:12:00","21:39:00","22:11:00","M01","J371","Lathe","2.29","32","4.38","88","Completed","Low Efficiency"
"20/03/2023","21:50:00","23:08:00","22:06:00","23:24:00","M03","J372","Lathe","4.54","78","9.06","82","Delayed","Low Efficiency"
"20/03/2023","22:00:00","23:35:00","21:59:00","23:34:00","M05","J373","Grinding","1.1","95","4.05","89","Completed","Low Efficiency"
"20/03/2023","22:10:00","22:58:00","22:09:00","22:57:00","M02","J374","Milling","3.88","48","7.49","98","Completed","Low Efficiency"
"20/03/2023","22:20:00","00:10:00","22:20:00","00:10:00","M05","J375","Additive","1.59","110","12.16","82","Failed","Low Efficiency"
"20/03/2023","22:30:00","23:22:00","22:25:00","23:17:00","M04","J376","Drilling","3.87","52","13.19","88","Completed","Low Efficiency"
"20/03/2023","22:40:00","23:41:00","22:43:00","23:44:00","M02","J377","Milling","2.39","61","6.11","94","Completed","High Efficiency"
"20/03/2023","22:50:00","23:53:00","22:50:00","23:53:00","M01","J378","Grinding","1.78","63","4.78","97","Failed","Low Efficiency"
"20/03/2023","23:00:00","23:47:00","22:57:00","23:44:00","M01","J379","Additive","4.05","47","5.13","81","Completed","Low Efficiency"
"20/03/2023","23:10:00","23:56:00","23:12:00","23:58:00","M02","J380","Lathe","3.25","46","4.7","98","Completed","High Efficiency"
"20/03/2023","23:20:00","00:49:00","23:22:00","00:51:00","M01","J381","Additive","1.33","89","7.85","86","Completed","High Efficiency"
"20/03/2023","23:30:00","00:42:00","23:32:00","00:44:00","M04","J382","Lathe","3.53","72","14.49","99","Completed","Moderate Efficiency"
"20/03/2023","23:40:00","00:45:00","00:01:00","01:06:00","M01","J383","Lathe","1.09","65","3.68","81","Delayed","Low Efficiency"
"20/03/2023","23:50:00","00:40:00","23:49:00","00:39:00","M01","J384","Grinding","2.66","50","11.62","91","Completed","Low Efficiency"
"21/03/2023","00:00:00","00:59:00","00:00:00","00:59:00","M02","J385","Milling","4.75","59","3.65","80","Completed","High Efficiency"
"21/03/2023","00:10:00","01:23:00","00:13:00","01:26:00","M05","J386","Grinding","2.75","73","5.47","87","Completed","High Efficiency"
"21/03/2023","00:20:00","01:02:00","00:16:00","00:58:00","M01","J387","Grinding","3.21","42","4.47","99","Completed","Low Efficiency"
"21/03/2023","00:30:00","00:54:00","00:28:00","00:52:00","M05","J388","Milling","1.2","24","11.46","97","Completed","Low Efficiency"
"21/03/2023","00:40:00","01:51:00","00:40:00","01:51:00","M01","J389","Additive","4.56","71","9.02","83","Completed","High Efficiency"
"21/03/2023","00:50:00","02:06:00","01:04:00","02:20:00","M04","J390","Grinding","3.63","76","11.35","93","Delayed","Low Efficiency"
"21/03/2023","01:00:00","01:35:00","00:58:00","01:33:00","M03","J391","Lathe","2.59","35","4.83","83","Completed","Low Efficiency"
"21/03/2023","01:10:00","02:46:00","01:06:00","02:42:00","M01","J392","Milling","2.92","96","10.86","87","Completed","Low Efficiency"
"21/03/2023","01:20:00","02:29:00","01:17:00","02:26:00","M01","J393","Grinding","2.96","69","2.09","95","Completed","Low Efficiency"
"21/03/2023","01:30:00","02:44:00","01:32:00","02:46:00","M02","J394","Milling","2.5","74","10.7","96","Completed","Moderate Efficiency"
"21/03/2023","01:40:00","02:46:00","01:37:00","02:43:00","M03","J395","Lathe","2.89","66","13","87","Completed","Low Efficiency"
"21/03/2023","01:50:00","02:57:00","01:46:00","02:53:00","M02","J396","Milling","1.98","67","6.88","89","Completed","Low Efficiency"
"21/03/2023","02:00:00","02:23:00","02:00:00","02:23:00","M05","J397","Lathe","4.28","23","8.52","81","Failed","Low Efficiency"
"21/03/2023","02:10:00","03:32:00","02:09:00","03:31:00","M01","J398","Grinding","4.09","82","13.87","86","Completed","Low Efficiency"
"21/03/2023","02:20:00","03:40:00","02:19:00","03:39:00","M05","J399","Additive","4.76","80","12.18","91","Completed","Low Efficiency"
"21/03/2023","02:30:00","02:54:00","03:00:00","03:24:00","M02","J400","Grinding","4.34","24","2.23","95","Delayed","Low Efficiency"
"21/03/2023","02:40:00","03:29:00","02:40:00","03:29:00","M04","J401","Grinding","4.27","49","8.1","96","Failed","Low Efficiency"
"21/03/2023","02:50:00","04:43:00","02:48:00","04:41:00","M04","J402","Milling","2.94","113","10.78","94","Completed","Low Efficiency"
"21/03/2023","03:00:00","04:53:00","03:02:00","04:55:00","M05","J403","Grinding","2.07","113","11.6","96","Completed","Moderate Efficiency"
"21/03/2023","03:10:00","04:39:00","03:24:00","04:53:00","M01","J404","Milling","1.16","89","11.11","96","Delayed","Low Efficiency"
"21/03/2023","03:20:00","05:00:00","03:24:00","05:04:00","M03","J405","Drilling","3.04","100","8.05","88","Completed","Moderate Efficiency"
"21/03/2023","03:30:00","04:57:00","03:30:00","04:57:00","M02","J406","Drilling","1.32","87","3.5","83","Completed","High Efficiency"
