Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category
J181,M02,Drilling,3.55,95,6.4,89,19/03/2023 14:00,19/03/2023 15:35,19/03/2023 13:59,19/03/2023 15:34,Completed,Low Efficiency
J182,M01,Milling,1.49,79,6.22,83,19/03/2023 14:10,19/03/2023 15:29,,,Failed,Low Efficiency
J183,M04,Drilling,4.11,106,12.25,80,19/03/2023 14:20,19/03/2023 16:06,19/03/2023 14:17,19/03/2023 16:03,Completed,Low Efficiency
J184,M04,Additive,3.52,89,9.7,99,19/03/2023 14:30,19/03/2023 15:59,19/03/2023 14:35,19/03/2023 16:04,Completed,Moderate Efficiency
J185,M04,Grinding,2,50,6.07,85,19/03/2023 14:40,19/03/2023 15:30,19/03/2023 14:41,19/03/2023 15:31,Completed,High Efficiency
J186,M01,Milling,1.25,70,12.13,82,19/03/2023 14:50,19/03/2023 16:00,19/03/2023 14:46,19/03/2023 15:56,Completed,Low Efficiency
J187,M04,Additive,1.27,110,10.29,80,19/03/2023 15:00,19/03/2023 16:50,,,Failed,Low Efficiency
J188,M02,Grinding,2.61,90,9.18,83,19/03/2023 15:10,19/03/2023 16:40,19/03/2023 15:09,19/03/2023 16:39,Completed,Low Efficiency
J189,M03,Drilling,3.38,50,11.6,86,19/03/2023 15:20,19/03/2023 16:10,19/03/2023 15:23,19/03/2023 16:13,Completed,Moderate Efficiency
J190,M04,Milling,1.94,50,10.25,97,19/03/2023 15:30,19/03/2023 16:20,19/03/2023 15:56,19/03/2023 16:46,Delayed,Low Efficiency
J191,M01,Milling,4.16,114,5.81,89,19/03/2023 15:40,19/03/2023 17:34,19/03/2023 15:45,19/03/2023 17:39,Completed,High Efficiency
J192,M03,Drilling,1.04,100,6.93,82,19/03/2023 15:50,19/03/2023 17:30,19/03/2023 15:47,19/03/2023 17:27,Completed,Low Efficiency
J193,M04,Drilling,4.82,80,14.08,80,19/03/2023 16:00,19/03/2023 17:20,19/03/2023 16:00,19/03/2023 17:20,Completed,Moderate Efficiency
J194,M03,Lathe,4.81,57,8.84,94,19/03/2023 16:10,19/03/2023 17:07,19/03/2023 16:15,19/03/2023 17:12,Completed,Moderate Efficiency
J195,M02,Drilling,2.53,88,7.32,87,19/03/2023 16:20,19/03/2023 17:48,19/03/2023 16:25,19/03/2023 17:53,Completed,Moderate Efficiency
J196,M02,Drilling,1.48,56,8.84,93,19/03/2023 16:30,19/03/2023 17:26,19/03/2023 16:27,19/03/2023 17:23,Completed,Low Efficiency
J197,M05,Drilling,1.01,21,9.75,88,19/03/2023 16:40,19/03/2023 17:01,19/03/2023 16:52,19/03/2023 17:13,Delayed,Low Efficiency
J198,M04,Milling,2.33,74,2.46,92,19/03/2023 16:50,19/03/2023 18:04,19/03/2023 16:51,19/03/2023 18:05,Completed,Optimal Efficiency
J199,M04,Lathe,4.52,90,7.61,94,19/03/2023 17:00,19/03/2023 18:30,19/03/2023 17:00,19/03/2023 18:30,Completed,High Efficiency
J200,M02,Lathe,2.04,84,7.96,94,19/03/2023 17:10,19/03/2023 18:34,19/03/2023 17:08,19/03/2023 18:32,Completed,Low Efficiency
J201,M04,Additive,2.14,52,9.24,95,19/03/2023 17:20,19/03/2023 18:12,,,Failed,Low Efficiency
J202,M02,Drilling,4.62,82,10.12,90,19/03/2023 17:30,19/03/2023 18:52,,,Failed,Low Efficiency
J203,M05,Additive,1.91,61,3.81,89,19/03/2023 17:40,19/03/2023 18:41,19/03/2023 18:04,19/03/2023 19:05,Delayed,Low Efficiency
J204,M02,Grinding,1.66,113,5.93,80,19/03/2023 17:50,19/03/2023 19:43,19/03/2023 17:47,19/03/2023 19:40,Completed,Low Efficiency
J205,M04,Milling,1.02,89,10.18,82,19/03/2023 18:00,19/03/2023 19:29,,,Failed,Low Efficiency
J206,M04,Grinding,2.5,89,3.08,92,19/03/2023 18:10,19/03/2023 19:39,19/03/2023 18:33,19/03/2023 20:02,Delayed,Low Efficiency
J207,M05,Milling,3.41,21,3.53,82,19/03/2023 18:20,19/03/2023 18:41,19/03/2023 18:17,19/03/2023 18:38,Completed,Low Efficiency
J208,M01,Grinding,3.27,20,5.06,85,19/03/2023 18:30,19/03/2023 18:50,19/03/2023 18:30,19/03/2023 18:50,Completed,High Efficiency
J209,M01,Grinding,2.34,106,11.95,83,19/03/2023 18:40,19/03/2023 20:26,19/03/2023 18:55,19/03/2023 20:41,Delayed,Low Efficiency
J210,M04,Drilling,1.1,76,10.49,80,19/03/2023 18:50,19/03/2023 20:06,19/03/2023 18:51,19/03/2023 20:07,Completed,Moderate Efficiency
J211,M03,Milling,1.66,25,8.39,80,19/03/2023 19:00,19/03/2023 19:25,19/03/2023 18:59,19/03/2023 19:24,Completed,Low Efficiency
J212,M01,Milling,1.45,96,4.27,98,19/03/2023 19:10,19/03/2023 20:46,19/03/2023 19:13,19/03/2023 20:49,Completed,High Efficiency
J213,M03,Grinding,1.04,53,4.49,84,19/03/2023 19:20,19/03/2023 20:13,,,Failed,Low Efficiency
J214,M04,Grinding,2.39,36,4.59,85,19/03/2023 19:30,19/03/2023 20:06,19/03/2023 19:27,19/03/2023 20:03,Completed,Low Efficiency
J215,M02,Milling,4.79,43,6.1,91,19/03/2023 19:40,19/03/2023 20:23,19/03/2023 19:44,19/03/2023 20:27,Completed,High Efficiency
J216,M01,Lathe,3.51,42,10.46,95,19/03/2023 19:50,19/03/2023 20:32,19/03/2023 19:50,19/03/2023 20:32,Completed,Moderate Efficiency
J217,M02,Grinding,3.35,109,4.75,95,19/03/2023 20:00,19/03/2023 21:49,19/03/2023 19:56,19/03/2023 21:45,Completed,Low Efficiency
J218,M05,Additive,2.58,71,10.74,84,19/03/2023 20:10,19/03/2023 21:21,19/03/2023 20:29,19/03/2023 21:40,Delayed,Low Efficiency
J219,M05,Additive,1.46,107,11.19,97,19/03/2023 20:20,19/03/2023 22:07,19/03/2023 20:19,19/03/2023 22:06,Completed,Low Efficiency
J220,M05,Milling,1.62,70,4.22,81,19/03/2023 20:30,19/03/2023 21:40,19/03/2023 20:27,19/03/2023 21:37,Completed,Low Efficiency
J221,M02,Drilling,1.66,95,10.49,81,19/03/2023 20:40,19/03/2023 22:15,19/03/2023 21:04,19/03/2023 22:39,Delayed,Low Efficiency
J222,M03,Lathe,1.27,119,3.14,89,19/03/2023 20:50,19/03/2023 22:49,,,Failed,Low Efficiency
J223,M01,Additive,2.39,58,10.74,92,19/03/2023 21:00,19/03/2023 21:58,,,Failed,Low Efficiency
J224,M05,Drilling,3.61,85,9.63,99,19/03/2023 21:10,19/03/2023 22:35,19/03/2023 21:36,19/03/2023 23:01,Delayed,Low Efficiency
J225,M03,Milling,4.52,22,13.02,80,19/03/2023 21:20,19/03/2023 21:42,19/03/2023 21:20,19/03/2023 21:42,Completed,Moderate Efficiency
J226,M04,Grinding,3.11,105,7.9,88,19/03/2023 21:30,19/03/2023 23:15,19/03/2023 21:27,19/03/2023 23:12,Completed,Low Efficiency
J227,M05,Drilling,3.25,109,6.97,81,19/03/2023 21:40,19/03/2023 23:29,19/03/2023 21:53,19/03/2023 23:42,Delayed,Low Efficiency
J228,M02,Lathe,4.66,77,8.47,82,19/03/2023 21:50,19/03/2023 23:07,19/03/2023 21:47,19/03/2023 23:04,Completed,Low Efficiency
J229,M01,Milling,4.49,59,13.77,83,19/03/2023 22:00,19/03/2023 22:59,19/03/2023 22:00,19/03/2023 22:59,Completed,Moderate Efficiency
J230,M01,Milling,2.36,65,11.13,88,19/03/2023 22:10,19/03/2023 23:15,19/03/2023 22:13,19/03/2023 23:18,Completed,Moderate Efficiency
J231,M02,Additive,3.44,36,14.64,81,19/03/2023 22:20,19/03/2023 22:56,,,Failed,Low Efficiency
J232,M01,Grinding,3.62,106,11.48,98,19/03/2023 22:30,20/03/2023 00:16,19/03/2023 22:27,20/03/2023 00:13,Completed,Low Efficiency
J233,M04,Milling,3.03,88,2.35,81,19/03/2023 22:40,20/03/2023 00:08,19/03/2023 22:38,20/03/2023 00:06,Completed,Low Efficiency
J234,M01,Grinding,4.31,111,9.95,98,19/03/2023 22:50,20/03/2023 00:41,19/03/2023 22:51,20/03/2023 00:42,Completed,Moderate Efficiency
J235,M03,Lathe,4.37,56,6.94,89,19/03/2023 23:00,19/03/2023 23:56,19/03/2023 22:57,19/03/2023 23:53,Completed,Low Efficiency
J236,M02,Lathe,4.49,26,7.84,97,19/03/2023 23:10,19/03/2023 23:36,19/03/2023 23:10,19/03/2023 23:36,Completed,High Efficiency
J237,M01,Grinding,3.53,83,6.17,83,19/03/2023 23:20,20/03/2023 00:43,19/03/2023 23:23,20/03/2023 00:46,Completed,High Efficiency
J238,M05,Additive,4.1,95,7.18,89,19/03/2023 23:30,20/03/2023 01:05,19/03/2023 23:28,20/03/2023 01:03,Completed,Low Efficiency
J239,M03,Lathe,4.42,89,2.79,93,19/03/2023 23:40,20/03/2023 01:09,,,Failed,Low Efficiency
J240,M02,Grinding,3.88,22,9.51,92,19/03/2023 23:50,20/03/2023 00:12,,,Failed,Low Efficiency
J241,M01,Milling,2.65,95,9.52,91,20/03/2023 00:00,20/03/2023 01:35,20/03/2023 00:01,20/03/2023 01:36,Completed,Moderate Efficiency
J242,M05,Lathe,4.51,102,10.33,97,20/03/2023 00:10,20/03/2023 01:52,20/03/2023 00:05,20/03/2023 01:47,Completed,Low Efficiency
J243,M02,Lathe,2.34,56,4.43,85,20/03/2023 00:20,20/03/2023 01:16,20/03/2023 00:22,20/03/2023 01:18,Completed,High Efficiency
J244,M03,Grinding,3.75,42,10.91,91,20/03/2023 00:30,20/03/2023 01:12,20/03/2023 00:50,20/03/2023 01:32,Delayed,Low Efficiency
J245,M02,Additive,2.86,25,2.84,82,20/03/2023 00:40,20/03/2023 01:05,20/03/2023 00:42,20/03/2023 01:07,Completed,High Efficiency
J246,M01,Milling,1.69,40,3.02,90,20/03/2023 00:50,20/03/2023 01:30,20/03/2023 00:48,20/03/2023 01:28,Completed,Low Efficiency
J247,M02,Milling,4.81,84,12.46,95,20/03/2023 01:00,20/03/2023 02:24,20/03/2023 00:55,20/03/2023 02:19,Completed,Low Efficiency
J248,M01,Drilling,4.07,51,5.84,91,20/03/2023 01:10,20/03/2023 02:01,20/03/2023 01:07,20/03/2023 01:58,Completed,Low Efficiency
J249,M03,Milling,1.48,67,3.71,94,20/03/2023 01:20,20/03/2023 02:27,20/03/2023 01:20,20/03/2023 02:27,Completed,High Efficiency
J250,M02,Milling,1.32,79,6.4,96,20/03/2023 01:30,20/03/2023 02:49,20/03/2023 01:26,20/03/2023 02:45,Completed,Low Efficiency
J251,M01,Milling,1.02,21,8.57,89,20/03/2023 01:40,20/03/2023 02:01,20/03/2023 01:37,20/03/2023 01:58,Completed,Low Efficiency
J252,M05,Milling,4.59,38,13.14,96,20/03/2023 01:50,20/03/2023 02:28,20/03/2023 01:46,20/03/2023 02:24,Completed,Low Efficiency
J253,M01,Milling,4.49,43,9.9,87,20/03/2023 02:00,20/03/2023 02:43,20/03/2023 02:01,20/03/2023 02:44,Completed,Moderate Efficiency
J254,M05,Milling,1.32,38,14.38,92,20/03/2023 02:10,20/03/2023 02:48,20/03/2023 02:38,20/03/2023 03:16,Delayed,Low Efficiency
J255,M01,Grinding,1.82,38,11.78,83,20/03/2023 02:20,20/03/2023 02:58,20/03/2023 02:18,20/03/2023 02:56,Completed,Low Efficiency
J256,M01,Grinding,1.73,60,4.89,82,20/03/2023 02:30,20/03/2023 03:30,20/03/2023 02:31,20/03/2023 03:31,Completed,High Efficiency
J257,M02,Additive,2.86,120,5.09,82,20/03/2023 02:40,20/03/2023 04:40,20/03/2023 02:42,20/03/2023 04:42,Completed,High Efficiency
J258,M05,Drilling,1.58,28,9.23,88,20/03/2023 02:50,20/03/2023 03:18,20/03/2023 02:49,20/03/2023 03:17,Completed,Low Efficiency
J259,M03,Lathe,2.91,24,7.41,95,20/03/2023 03:00,20/03/2023 03:24,20/03/2023 02:58,20/03/2023 03:22,Completed,Low Efficiency
J260,M04,Milling,4.35,47,4.55,95,20/03/2023 03:10,20/03/2023 03:57,,,Failed,Low Efficiency
J261,M01,Drilling,3.48,104,4.72,88,20/03/2023 03:20,20/03/2023 05:04,20/03/2023 03:42,20/03/2023 05:26,Delayed,Low Efficiency
J262,M05,Grinding,4.82,114,4.24,90,20/03/2023 03:30,20/03/2023 05:24,,,Failed,Low Efficiency
J263,M04,Lathe,3.65,38,14.87,80,20/03/2023 03:40,20/03/2023 04:18,20/03/2023 03:42,20/03/2023 04:20,Completed,Moderate Efficiency
J264,M04,Grinding,2.61,72,13.92,86,20/03/2023 03:50,20/03/2023 05:02,20/03/2023 04:16,20/03/2023 05:28,Delayed,Low Efficiency
J265,M04,Milling,2.77,97,6.15,82,20/03/2023 04:00,20/03/2023 05:37,20/03/2023 03:58,20/03/2023 05:35,Completed,Low Efficiency
J266,M05,Milling,2.68,96,12.26,96,20/03/2023 04:10,20/03/2023 05:46,20/03/2023 04:23,20/03/2023 05:59,Delayed,Low Efficiency
J267,M02,Drilling,4.42,101,8.25,80,20/03/2023 04:20,20/03/2023 06:01,20/03/2023 04:19,20/03/2023 06:00,Completed,Low Efficiency
J268,M04,Lathe,4.24,105,6.98,93,20/03/2023 04:30,20/03/2023 06:15,20/03/2023 04:34,20/03/2023 06:19,Completed,High Efficiency
J269,M01,Grinding,1.49,25,4,84,20/03/2023 04:40,20/03/2023 05:05,20/03/2023 04:59,20/03/2023 05:24,Delayed,Low Efficiency
J270,M04,Drilling,4.32,75,14.44,81,20/03/2023 04:50,20/03/2023 06:05,20/03/2023 04:55,20/03/2023 06:10,Completed,Moderate Efficiency
J271,M01,Grinding,1.78,21,7.47,83,20/03/2023 05:00,20/03/2023 05:21,20/03/2023 04:55,20/03/2023 05:16,Completed,Low Efficiency
J272,M04,Lathe,3.17,55,13.68,84,20/03/2023 05:10,20/03/2023 06:05,20/03/2023 05:06,20/03/2023 06:01,Completed,Low Efficiency
J273,M01,Milling,3.08,78,5.42,82,20/03/2023 05:20,20/03/2023 06:38,20/03/2023 05:46,20/03/2023 07:04,Delayed,Low Efficiency
J274,M05,Lathe,2.17,20,4.29,97,20/03/2023 05:30,20/03/2023 05:50,20/03/2023 05:29,20/03/2023 05:49,Completed,Low Efficiency
J275,M03,Additive,3.21,94,14.67,93,20/03/2023 05:40,20/03/2023 07:14,20/03/2023 05:44,20/03/2023 07:18,Completed,Moderate Efficiency
J276,M02,Milling,2.96,78,4.23,95,20/03/2023 05:50,20/03/2023 07:08,,,Failed,Low Efficiency
J277,M01,Lathe,2,76,12.37,88,20/03/2023 06:00,20/03/2023 07:16,20/03/2023 06:02,20/03/2023 07:18,Completed,Moderate Efficiency
J278,M03,Additive,2.08,58,14.2,91,20/03/2023 06:10,20/03/2023 07:08,20/03/2023 06:10,20/03/2023 07:08,Completed,Moderate Efficiency
J279,M04,Milling,2.15,64,2.45,81,20/03/2023 06:20,20/03/2023 07:24,20/03/2023 06:22,20/03/2023 07:26,Completed,High Efficiency
J280,M05,Drilling,2.62,66,9.66,89,20/03/2023 06:30,20/03/2023 07:36,20/03/2023 06:27,20/03/2023 07:33,Completed,Low Efficiency
J281,M03,Lathe,4.82,59,8.66,95,20/03/2023 06:40,20/03/2023 07:39,20/03/2023 06:41,20/03/2023 07:40,Completed,High Efficiency
J282,M03,Lathe,3.17,30,10.21,88,20/03/2023 06:50,20/03/2023 07:20,20/03/2023 06:52,20/03/2023 07:22,Completed,Moderate Efficiency
J283,M01,Additive,1.52,37,9.47,96,20/03/2023 07:00,20/03/2023 07:37,20/03/2023 06:57,20/03/2023 07:34,Completed,Low Efficiency
J284,M02,Grinding,3.32,71,13.8,80,20/03/2023 07:10,20/03/2023 08:21,20/03/2023 07:20,20/03/2023 08:31,Delayed,Low Efficiency
J285,M01,Additive,3.25,106,13.31,86,20/03/2023 07:20,20/03/2023 09:06,20/03/2023 07:22,20/03/2023 09:08,Completed,Moderate Efficiency
J286,M04,Additive,3.22,107,6.69,91,20/03/2023 07:30,20/03/2023 09:17,20/03/2023 07:31,20/03/2023 09:18,Completed,High Efficiency
J287,M02,Lathe,3.31,95,5.56,85,20/03/2023 07:40,20/03/2023 09:15,20/03/2023 07:45,20/03/2023 09:20,Completed,High Efficiency
J288,M02,Additive,2.97,36,6.56,82,20/03/2023 07:50,20/03/2023 08:26,20/03/2023 07:55,20/03/2023 08:31,Completed,High Efficiency
J289,M02,Grinding,1.49,97,5.47,81,20/03/2023 08:00,20/03/2023 09:37,20/03/2023 07:58,20/03/2023 09:35,Completed,Low Efficiency
J290,M05,Grinding,3.82,81,10.72,99,20/03/2023 08:10,20/03/2023 09:31,20/03/2023 08:12,20/03/2023 09:33,Completed,Moderate Efficiency
J291,M03,Milling,5,26,12.76,95,20/03/2023 08:20,20/03/2023 08:46,20/03/2023 08:20,20/03/2023 08:46,Completed,Moderate Efficiency
J292,M04,Additive,2.41,93,9.8,91,20/03/2023 08:30,20/03/2023 10:03,20/03/2023 08:34,20/03/2023 10:07,Completed,Moderate Efficiency
J293,M04,Drilling,1.8,103,13.09,82,20/03/2023 08:40,20/03/2023 10:23,20/03/2023 08:36,20/03/2023 10:19,Completed,Low Efficiency
J294,M03,Drilling,4.27,90,6.74,87,20/03/2023 08:50,20/03/2023 10:20,20/03/2023 08:49,20/03/2023 10:19,Completed,Low Efficiency
J295,M02,Additive,2.46,39,10.97,96,20/03/2023 09:00,20/03/2023 09:39,20/03/2023 09:04,20/03/2023 09:43,Completed,Moderate Efficiency
J296,M03,Additive,2.96,76,13.25,88,20/03/2023 09:10,20/03/2023 10:26,,,Failed,Low Efficiency
J297,M01,Grinding,2.14,79,2.05,80,20/03/2023 09:20,20/03/2023 10:39,20/03/2023 09:47,20/03/2023 11:06,Delayed,Low Efficiency
J298,M04,Additive,2.19,116,4.79,95,20/03/2023 09:30,20/03/2023 11:26,20/03/2023 09:29,20/03/2023 11:25,Completed,Low Efficiency
J299,M04,Drilling,1.42,23,3.92,88,20/03/2023 09:40,20/03/2023 10:03,20/03/2023 10:02,20/03/2023 10:25,Delayed,Low Efficiency
J300,M04,Additive,3.42,20,6.24,92,20/03/2023 09:50,20/03/2023 10:10,20/03/2023 09:51,20/03/2023 10:11,Completed,High Efficiency
J301,M02,Drilling,3.16,87,5.09,92,20/03/2023 10:00,20/03/2023 11:27,20/03/2023 10:03,20/03/2023 11:30,Completed,High Efficiency
J302,M04,Drilling,2.25,52,14.65,98,20/03/2023 10:10,20/03/2023 11:02,20/03/2023 10:32,20/03/2023 11:24,Delayed,Low Efficiency
J303,M05,Additive,1.5,38,6.46,96,20/03/2023 10:20,20/03/2023 10:58,20/03/2023 10:18,20/03/2023 10:56,Completed,Low Efficiency
J304,M03,Drilling,1.07,75,6.02,99,20/03/2023 10:30,20/03/2023 11:45,20/03/2023 10:25,20/03/2023 11:40,Completed,Low Efficiency
J305,M05,Additive,4.33,89,12.46,81,20/03/2023 10:40,20/03/2023 12:09,20/03/2023 10:40,20/03/2023 12:09,Completed,Moderate Efficiency
J306,M03,Lathe,2.92,77,9.46,99,20/03/2023 10:50,20/03/2023 12:07,20/03/2023 10:47,20/03/2023 12:04,Completed,Low Efficiency
J307,M02,Lathe,3.25,89,6.97,98,20/03/2023 11:00,20/03/2023 12:29,20/03/2023 11:21,20/03/2023 12:50,Delayed,Low Efficiency
J308,M01,Additive,1.25,50,3.41,80,20/03/2023 11:10,20/03/2023 12:00,20/03/2023 11:10,20/03/2023 12:00,Completed,High Efficiency
J309,M03,Additive,3.07,71,11.53,82,20/03/2023 11:20,20/03/2023 12:31,20/03/2023 11:31,20/03/2023 12:42,Delayed,Low Efficiency
J310,M04,Grinding,2.35,50,8.24,94,20/03/2023 11:30,20/03/2023 12:20,20/03/2023 11:29,20/03/2023 12:19,Completed,Low Efficiency
J311,M02,Milling,3.76,85,13.06,87,20/03/2023 11:40,20/03/2023 13:05,,,Failed,Low Efficiency
J312,M04,Drilling,2.86,95,6.84,97,20/03/2023 11:50,20/03/2023 13:25,,,Failed,Low Efficiency
J313,M05,Milling,2.52,59,4.65,94,20/03/2023 12:00,20/03/2023 12:59,,,Failed,Low Efficiency
J314,M05,Grinding,4.39,113,10.52,80,20/03/2023 12:10,20/03/2023 14:03,20/03/2023 12:13,20/03/2023 14:06,Completed,Moderate Efficiency
J315,M05,Grinding,4.4,51,4.67,91,20/03/2023 12:20,20/03/2023 13:11,20/03/2023 12:20,20/03/2023 13:11,Completed,High Efficiency
J316,M02,Milling,3.4,105,14.25,87,20/03/2023 12:30,20/03/2023 14:15,20/03/2023 12:32,20/03/2023 14:17,Completed,Moderate Efficiency
J317,M05,Additive,4.77,70,4.67,88,20/03/2023 12:40,20/03/2023 13:50,20/03/2023 12:39,20/03/2023 13:49,Completed,Low Efficiency
J318,M02,Drilling,3.6,87,10.22,95,20/03/2023 12:50,20/03/2023 14:17,20/03/2023 12:48,20/03/2023 14:15,Completed,Low Efficiency
J319,M03,Milling,3.45,23,10.48,80,20/03/2023 13:00,20/03/2023 13:23,20/03/2023 12:58,20/03/2023 13:21,Completed,Low Efficiency
J320,M04,Grinding,2.91,39,2.7,92,20/03/2023 13:10,20/03/2023 13:49,20/03/2023 13:14,20/03/2023 13:53,Completed,High Efficiency
J321,M01,Additive,4.49,70,10.34,93,20/03/2023 13:20,20/03/2023 14:30,20/03/2023 13:37,20/03/2023 14:47,Delayed,Low Efficiency
J322,M03,Lathe,3.62,80,10.42,88,20/03/2023 13:30,20/03/2023 14:50,20/03/2023 13:25,20/03/2023 14:45,Completed,Low Efficiency
J323,M01,Grinding,2.23,90,5.88,95,20/03/2023 13:40,20/03/2023 15:10,20/03/2023 13:43,20/03/2023 15:13,Completed,High Efficiency
J324,M05,Lathe,3.12,21,11.65,92,20/03/2023 13:50,20/03/2023 14:11,20/03/2023 14:05,20/03/2023 14:26,Delayed,Low Efficiency
J325,M03,Grinding,3.95,112,4.85,87,20/03/2023 14:00,20/03/2023 15:52,,,Failed,Low Efficiency
J326,M01,Additive,3.87,60,4.74,94,20/03/2023 14:10,20/03/2023 15:10,20/03/2023 14:14,20/03/2023 15:14,Completed,High Efficiency
J327,M04,Grinding,2.87,73,11.29,94,20/03/2023 14:20,20/03/2023 15:33,20/03/2023 14:20,20/03/2023 15:33,Completed,Moderate Efficiency
J328,M05,Milling,2.3,57,13.77,81,20/03/2023 14:30,20/03/2023 15:27,20/03/2023 14:35,20/03/2023 15:32,Completed,Moderate Efficiency
J329,M05,Additive,4.25,74,2.64,90,20/03/2023 14:40,20/03/2023 15:54,20/03/2023 14:52,20/03/2023 16:06,Delayed,Low Efficiency
J330,M01,Additive,4.14,54,8.66,86,20/03/2023 14:50,20/03/2023 15:44,20/03/2023 14:49,20/03/2023 15:43,Completed,Low Efficiency
J331,M04,Additive,4.45,27,5.78,97,20/03/2023 15:00,20/03/2023 15:27,20/03/2023 14:55,20/03/2023 15:22,Completed,Low Efficiency
J332,M05,Grinding,1.19,114,9.52,81,20/03/2023 15:10,20/03/2023 17:04,20/03/2023 15:06,20/03/2023 17:00,Completed,Low Efficiency
J333,M02,Lathe,1.15,61,11.45,85,20/03/2023 15:20,20/03/2023 16:21,20/03/2023 15:32,20/03/2023 16:33,Delayed,Low Efficiency
J334,M04,Milling,2.7,67,5.28,84,20/03/2023 15:30,20/03/2023 16:37,,,Failed,Low Efficiency
J335,M05,Additive,2.63,59,13.01,85,20/03/2023 15:40,20/03/2023 16:39,20/03/2023 15:44,20/03/2023 16:43,Completed,Moderate Efficiency
J336,M05,Grinding,4.69,25,10.4,87,20/03/2023 15:50,20/03/2023 16:15,20/03/2023 15:48,20/03/2023 16:13,Completed,Low Efficiency
J337,M02,Lathe,2.15,78,13.17,97,20/03/2023 16:00,20/03/2023 17:18,20/03/2023 16:16,20/03/2023 17:34,Delayed,Low Efficiency
J338,M01,Additive,2.04,71,13.97,93,20/03/2023 16:10,20/03/2023 17:21,20/03/2023 16:05,20/03/2023 17:16,Completed,Low Efficiency
J339,M03,Lathe,1.8,74,11.52,94,20/03/2023 16:20,20/03/2023 17:34,20/03/2023 16:25,20/03/2023 17:39,Completed,Moderate Efficiency
J340,M05,Drilling,2.2,58,6.8,92,20/03/2023 16:30,20/03/2023 17:28,20/03/2023 16:55,20/03/2023 17:53,Delayed,Low Efficiency
J341,M03,Grinding,1.18,96,13.66,91,20/03/2023 16:40,20/03/2023 18:16,,,Failed,Low Efficiency
J342,M04,Grinding,1.92,118,5,98,20/03/2023 16:50,20/03/2023 18:48,,,Failed,Low Efficiency
J343,M02,Grinding,4.88,100,10.38,90,20/03/2023 17:00,20/03/2023 18:40,20/03/2023 16:56,20/03/2023 18:36,Completed,Low Efficiency
J344,M01,Lathe,3.32,94,14.98,86,20/03/2023 17:10,20/03/2023 18:44,20/03/2023 17:15,20/03/2023 18:49,Completed,Moderate Efficiency
J345,M05,Lathe,3.07,37,6.03,85,20/03/2023 17:20,20/03/2023 17:57,,,Failed,Low Efficiency
J346,M04,Drilling,3.59,29,13.78,80,20/03/2023 17:30,20/03/2023 17:59,20/03/2023 17:29,20/03/2023 17:58,Completed,Low Efficiency
J347,M01,Lathe,4.02,73,14.45,96,20/03/2023 17:40,20/03/2023 18:53,20/03/2023 17:37,20/03/2023 18:50,Completed,Low Efficiency
J348,M02,Drilling,1.74,92,8.79,91,20/03/2023 17:50,20/03/2023 19:22,20/03/2023 17:51,20/03/2023 19:23,Completed,High Efficiency
J349,M04,Grinding,3.27,86,10.39,96,20/03/2023 18:00,20/03/2023 19:26,20/03/2023 17:58,20/03/2023 19:24,Completed,Low Efficiency
J350,M03,Additive,2.11,77,10.81,95,20/03/2023 18:10,20/03/2023 19:27,20/03/2023 18:09,20/03/2023 19:26,Completed,Low Efficiency
J351,M04,Additive,2.12,51,9.83,87,20/03/2023 18:20,20/03/2023 19:11,20/03/2023 18:22,20/03/2023 19:13,Completed,Moderate Efficiency
J352,M01,Lathe,2.46,93,14.04,82,20/03/2023 18:30,20/03/2023 20:03,20/03/2023 18:33,20/03/2023 20:06,Completed,Moderate Efficiency
J353,M02,Additive,2.46,36,5.98,84,20/03/2023 18:40,20/03/2023 19:16,20/03/2023 18:43,20/03/2023 19:19,Completed,High Efficiency
J354,M03,Grinding,1.3,61,13.62,84,20/03/2023 18:50,20/03/2023 19:51,20/03/2023 18:55,20/03/2023 19:56,Completed,Moderate Efficiency
J355,M03,Drilling,4.99,87,5.88,80,20/03/2023 19:00,20/03/2023 20:27,20/03/2023 18:57,20/03/2023 20:24,Completed,Low Efficiency
J356,M01,Lathe,2.22,101,10.12,85,20/03/2023 19:10,20/03/2023 20:51,20/03/2023 19:09,20/03/2023 20:50,Completed,Low Efficiency
J357,M05,Additive,2.75,116,11.31,99,20/03/2023 19:20,20/03/2023 21:16,20/03/2023 19:15,20/03/2023 21:11,Completed,Low Efficiency
J358,M01,Grinding,4.12,66,8.79,93,20/03/2023 19:30,20/03/2023 20:36,,,Failed,Low Efficiency
J359,M04,Grinding,2.73,90,7.96,91,20/03/2023 19:40,20/03/2023 21:10,20/03/2023 19:38,20/03/2023 21:08,Completed,Low Efficiency
J360,M05,Additive,1.81,29,8,97,20/03/2023 19:50,20/03/2023 20:19,20/03/2023 19:55,20/03/2023 20:24,Completed,Moderate Efficiency
J361,M05,Drilling,4.31,83,4.43,85,20/03/2023 20:00,20/03/2023 21:23,20/03/2023 19:56,20/03/2023 21:19,Completed,Low Efficiency
J362,M02,Drilling,1.25,50,12.64,83,20/03/2023 20:10,20/03/2023 21:00,20/03/2023 20:14,20/03/2023 21:04,Completed,Moderate Efficiency
